uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q6390486,Ken Money,1935,education,http://www.wikidata.org/entity/Q180865,University of Toronto,3,public research university | collegiate university | university in Ontario,1921-1940
http://www.wikidata.org/entity/Q6390486,Ken Money,1935,education,http://www.wikidata.org/entity/Q7057025,North Toronto Collegiate Institute,1,high school,1921-1940
http://www.wikidata.org/entity/Q6390486,Ken Money,1935,employment,http://www.wikidata.org/entity/Q180865,University of Toronto,3,public research university | collegiate university | university in Ontario,1921-1940
http://www.wikidata.org/entity/Q641389,Nikolai Budarin,1953,membership,http://www.wikidata.org/entity/Q4146584,5th State Duma of the Russian Federation,1,legislative term,1941-1960
http://www.wikidata.org/entity/Q641389,Nikolai Budarin,1953,education,http://www.wikidata.org/entity/Q1719898,Moscow Aviation Institute,3,national research university | publishing company | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q643556,Alvin Drew,1962,education,http://www.wikidata.org/entity/Q3052113,Embry–Riddle Aeronautical University,3,private not-for-profit educational institution | open-access publisher | university,1961-1980
http://www.wikidata.org/entity/Q643556,Alvin Drew,1962,education,http://www.wikidata.org/entity/Q1331280,United States Air Force Academy,2,Field Operating Agency | air force academy,1961-1980
http://www.wikidata.org/entity/Q644029,Robert J. Cenker,1948,education,http://www.wikidata.org/entity/Q499451,Rutgers University,4,public research university | sea grant institution | land-grant university | Colonial Colleges,1941-1960
http://www.wikidata.org/entity/Q644029,Robert J. Cenker,1948,education,http://www.wikidata.org/entity/Q739627,Pennsylvania State University,3,public research university | production company | open-access publisher,1941-1960
http://www.wikidata.org/entity/Q644705,Carl E. Walz,1955,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1941-1960
http://www.wikidata.org/entity/Q644705,Carl E. Walz,1955,education,http://www.wikidata.org/entity/Q1666981,John Carroll University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q644705,Carl E. Walz,1955,education,http://www.wikidata.org/entity/Q5077498,Charles F. Brush High School,2,public school | high school,1941-1960
http://www.wikidata.org/entity/Q644705,Carl E. Walz,1955,education,http://www.wikidata.org/entity/Q3428253,U.S. Air Force Test Pilot School,1,flight school,1941-1960
http://www.wikidata.org/entity/Q644837,Gerald Carr,1932,employment,http://www.wikidata.org/entity/Q23548,National Aeronautics and Space Administration,2,space agency | independent agency of the United States government,1921-1940
